p_archivos,ej5-load,ej5-merge,ej6
79,47477299,196919151,77530931
80,40422211,195215044,78061936
81,46225697,195819156,78327128
82,41401647,196279772,77465616
83,35881156,196880051,77822902
84,41760686,205332017,78396306
85,39479557,195390157,78402461
86,38248354,209618104,77753789
87,46564962,213522803,78963073
88,49078830,211668602,80760568
89,43953064,215164873,79790316
90,39466326,229863937,80853034
91,40612822,217205471,80662754
92,47449915,217637411,80234714
93,45801571,216883803,81429263
94,43962250,216477408,81153539
95,41659910,214823679,81062072
96,38055686,213836177,80735911
97,41604993,214142602,80502713
98,40637697,214200360,80905152
99,34485950,216118625,80701702
100,57314290,274077427,104689953
1,342625408,68676004,338611183
2,154222155,201990373,196530191
3,94418692,239788768,146678264
4,62486712,256255837,119118977
5,61437143,306601012,165456111
6,125642386,374402289,163422822
7,125984470,378835004,159018581
8,118834764,383110876,158977579
9,117868837,381811077,156933337
10,116983241,386849587,154700933
11,106432620,365034320,124523057
12,103166195,315409302,125123915
13,95132248,311883308,122985195
14,89408001,313979167,124473983
15,89662590,314958311,121557685
16,78864249,313308545,123627930
17,80424775,313168492,120727903
18,76761905,315226780,121244186
19,73788503,280244181,107290725
20,62784396,275652797,105938814
21,66547294,273862396,104893319
22,69609736,275699999,105163945
23,67018101,277147965,106546678
24,65784192,275469924,106243221
25,70386416,274919482,104464050
26,64940350,273629077,105209380
27,68598933,275417958,105931222
28,66364253,237569884,90879233
29,59481058,238857662,89814187
30,59211719,240765562,90915338
31,58308032,239427578,89874624
32,65026789,235760214,89719763
33,64140245,239848005,89647587
34,50157763,236287005,89975611
35,59939550,237652999,89794464
36,55410118,237552980,90882413
37,57353114,238659662,90093191
38,61008841,228697516,81524053
39,58116235,218560190,80739577
40,53433191,214891150,82188005
41,50692053,214575470,81739976
42,46902459,215303377,80106848
43,51305594,216723977,80731800
44,57351305,214295509,80899057
45,50123225,218416783,80990863
46,49550449,215669721,80766988
47,49437698,215725565,80870458
48,56637140,216665496,81057111
49,56045182,215318251,87007755
50,59016014,239275983,90111775
51,58623460,237754143,89361126
52,52314535,239753821,89581411
53,57556563,236982619,88571814
54,53277322,237194620,89768356
55,49697622,236387610,90008417
56,57461056,239036846,89472251
57,47435353,236853394,90238062
58,49135610,240073983,89666644
59,55682476,241691721,90207444
60,58194563,221257018,81511594
61,52158676,216563445,81579536
62,48279413,218335617,80735723
63,46960644,217867296,82045939
64,51142165,215586077,80408462
65,46100905,214957927,81081397
66,48947646,213031522,81635896
67,45813318,217521542,81149283
68,47168933,216956208,80761829
69,50075561,217602513,81671121
70,44275603,215270210,81056177
71,47714032,214705641,88234483
72,52674889,239558048,90365778
73,48513089,238524880,90203200
74,54572127,237225735,90318226
75,54876384,240281954,90618683
76,46832663,240238901,89759025
77,48835888,240204995,89211901
78,47758204,236618769,89414932
79,50650561,238465022,90636423
80,46125881,236990135,89855741
81,49936805,240837730,90172636
82,48163707,222184002,81897736
83,45362166,216620684,81522224
84,47571323,217273925,81394877
85,41890417,215888612,82613760
86,49108819,216325681,81024713
87,41329092,217030625,80524316
88,41458380,214632554,81307334
89,45690416,218081863,81195902
90,45591978,229041940,80339336
91,43099111,219155958,82253501
92,47238237,218024167,82215729
93,46826692,217433049,87252361
94,40026844,237296324,89509511
95,49863358,241547302,90566978
96,42075277,237197104,89996295
97,49459472,241532835,90460190
98,43272835,236292846,90169796
99,49640426,238840265,91843543
100,50675516,237110040,90966647
1,298030485,63145885,394345494
2,177468526,230686371,222718769
3,106269337,273337118,170126357
4,70814875,289065629,136055342
5,64123195,292783938,133466648
6,97823113,304939917,130846998
7,79082675,305622947,131044363
8,109431382,304188237,110880278
9,84377665,270328564,110501005
10,89600838,272193736,110193582
11,98947318,271588055,109959934
12,91993245,275317465,108835991
13,79290745,273783949,106895033
14,93473610,274350322,106658753
15,78354955,275058584,107661889
16,77301043,275451697,106275765
17,82297122,237421895,90185241
18,69559650,236469352,90790601
19,66630878,239214911,91309037
20,60055364,234772103,90847419
21,61717308,235225774,91640353
22,57682398,237331325,89824302
23,61834402,238033541,90244244
24,65408296,238311747,91154771
25,62039354,236367486,91100469
26,53502852,239040885,91364507
27,53761481,224851024,81917885
28,55653980,213324877,81060459
29,54223471,214297315,81512489
30,58033927,217443587,81564353
31,49541493,215400681,81678632
32,57079609,216957850,80833017
33,52052387,215217100,80394712
34,54887938,212650885,81681152
35,60390009,215768091,81024522
36,54592025,215820479,81181110
37,55974954,217933703,81543368
38,62707522,215396038,89604496
39,55979824,236130633,90035608
40,53046583,235430646,89314697
41,63876099,235503703,89357500
42,54187189,237816778,89301245
43,61066585,236118682,89617857
44,55150049,235012947,89486510
45,59010883,236492130,89251417
46,50448911,238903773,89617727
47,50876877,238153186,88657418
48,54388037,236498744,89994626
49,56789151,218481260,80987639
50,56372502,218167787,80974328
51,53400587,215993090,80556828
52,60256660,213364799,81917545
53,51072501,217135244,80512589
54,57694005,218569072,80976309
55,49256859,214936536,80768489
56,47262854,215805643,80368922
57,54433069,216330399,80576237
58,43853589,217081654,81271263
59,48298732,214250480,80912714
60,44233532,217724219,90254187
61,51139393,237262266,90692035
62,54782615,240929117,89944617
63,50127951,237805788,89034034
64,51435359,237772074,94547942
65,52921347,239062523,111390673
66,60025838,238575030,90310326
67,48332017,238577369,89703583
68,45562462,237916732,89531651
69,56397718,235643383,89868402
70,49543472,237816084,89741374
71,50624278,316259585,117666019
72,58898717,317598141,118554057
73,57463947,316961393,119941839
74,58812614,314562046,120367533
75,52883428,315622884,120175935
76,51892895,314915035,120353906
77,60012917,317060117,120194712
78,55891346,315174725,119502007
79,50620928,279203455,105259282
80,52085890,277087009,105068545
81,51770104,278036691,104763347
82,37589711,278399749,104576135
83,47262932,277737096,104519441
84,46698398,277838790,105196165
85,48744105,275448685,103870971
86,53696599,276134980,105258960
87,52110851,277733092,103846581
88,52161935,255190009,89500186
89,51095091,237733340,90346978
90,50165909,250874716,90428916
91,41852169,240904263,89754648
92,53090743,238853848,89367934
93,45350873,235855020,90144998
94,45497632,237504949,89410353
95,39531232,236123292,89097313
96,44106701,237743755,89701031
97,42797806,237389055,90145476
98,37605414,240286136,89720724
99,48731828,277546964,105168599
100,45578302,280081042,105571314
1,346595417,68852243,345125716
2,155712335,204375982,198046199
3,92286960,237494182,145944779
4,61137493,242776369,104572093
5,54225168,222279596,100964360
6,73555313,231037753,99408577
7,89402661,231017644,97855336
8,92343882,228507691,96974131
9,93261235,232734813,95379597
10,95613236,232326224,94872878
11,87178171,235281277,93386798
12,89481517,233257756,93130951
13,79288000,232942604,92854585
14,82996107,216326982,84162526
15,78262335,214187789,83275748
16,76313934,213164934,82573468
17,60381320,211707260,83006560
18,67840288,215068519,83433951
19,73613347,216421760,82952777
20,62899649,213153639,83513229
21,64134408,213366304,83058854
22,62130477,215162704,83186453
23,54520035,215887790,83600585
24,51386338,213514409,82704585
25,57159759,230312048,91166798
26,57828651,237702099,90475878
27,57749459,236559656,91485874
28,58187425,235493694,90466518
29,57147501,236612176,91108676
30,56125659,236101800,90136567
31,62291029,236516895,90049199
32,56939154,237371963,90100213
33,55343768,237194324,91069794
34,64143405,242376805,90418549
35,51028719,236579820,81377607
36,50690262,216820050,82128750
37,61020535,216550376,81769469
38,56357097,215472946,81456715
39,53797540,215746753,80699292
40,55571045,215456647,81329564
41,55772151,217294195,81432116
42,49509919,218063470,81446366
43,56769776,215854997,81667422
44,55646626,214195969,80134421
45,53272310,213670115,82184130
46,51918414,219296642,80493125
47,53437751,237679175,90976392
48,58526491,235754052,90252239
49,59963367,236318906,90270089
50,50528888,238103745,90249463
51,54213957,237837010,90389668
52,55496952,238686097,89235202
53,57904534,238827154,90322729
54,51882852,237505616,90496652
55,57957535,236075098,89412587
56,51829031,238659015,90404076
57,49837116,277799957,118974589
58,66798986,314729771,120274593
59,69893499,316952640,120294880
60,67709055,313560108,120608162
61,68807593,313588278,120451946
62,64458336,316036811,121245020
63,59131810,316844202,123481737
64,65288630,315172248,120722323
65,59512436,290520851,105250566
66,63103627,275591424,104616707
67,51202854,275655165,107435718
68,51898855,275738543,107368566
69,62015362,274885690,106029896
70,61021141,277588543,106507932
71,61839740,279650304,106209366
72,55869239,275749861,105551110
73,55468737,277583810,105867706
74,48771714,257873020,89954135
75,57120356,238461516,90599900
76,48592139,238346057,91330343
77,44695069,239518751,89115691
78,48157711,237890355,90748916
79,52266351,237563640,89689322
80,45822865,238349824,90622301
81,44361212,237935805,91427037
82,46929540,238899739,91857921
83,48501153,239330211,88975397
84,45956354,236288862,90209682
85,50867040,274449904,105213288
86,56027891,278608617,105732668
87,52224963,276772725,106810199
88,45604892,277000643,105140942
89,49690055,276610587,106218971
90,49569500,292516203,105961386
91,50003523,281435057,105166850
92,50200122,275131550,105329688
93,47161530,276961754,105529658
94,52221071,238348848,91853748
95,45893956,238458230,91780762
96,46828471,237041146,90186202
97,48615043,238951947,90907794
98,40316257,237464629,90065225
99,46763693,237657588,91510375
100,46314547,236951958,90611423
1,296813509,59280494,274667708
2,121004129,156777135,147919604
3,71915608,186884584,111614424
4,47833927,198754134,93851392
5,45408671,200016956,91462048
6,73596174,205509591,88622013
7,89933314,211192995,87680702
8,83611433,211692744,85643210
9,86429200,212395602,85015235
10,94400316,215940222,84429262
11,87438733,214143964,84765770
12,87177322,199194709,81385778
13,84469732,197390828,80462737
14,70375315,195994147,79722546
15,72288420,196207715,80433308
16,65602887,197478763,79627669
17,64688123,197379675,79479110
18,66263164,198669108,79516376
19,62485543,196987326,78814462
20,63574083,197416532,79365311
21,58853305,195124060,79244971
22,55948747,200120321,78123140
23,59122384,198421512,81829527
24,54140484,214239200,80914572
25,58927740,211993920,80732077
26,56730887,213219697,80855395
27,57679166,216393614,81912315
28,54480146,214046469,81246461
29,48429952,215802369,81433575
30,55861553,216985239,81341868
31,53463918,216168038,80972616
32,53145673,214559982,81168853
33,52805856,216165957,80646605
34,49059084,216104843,80781169
35,62667287,278219816,105572389
36,66881554,275098701,104503691
37,60419009,274681504,104481226
38,66456394,277776538,103721916
39,66601852,276992852,105583440
40,62493073,275178878,105491466
41,60889029,277624170,105897219
42,64177975,279601399,105090017
43,63001414,275785645,103235628
44,68595519,388436836,148147291
45,77605702,388657431,147876873
46,80654642,386117988,145879881
47,76379156,390099453,148566539
48,81388097,391120046,145764247
49,81225956,391173171,147037089
50,77505541,365512054,119095049
51,67494444,314087260,118866556
52,64645121,316398642,119501026
53,63034770,315679565,118842385
54,70266260,316215188,119580368
55,62789656,315242645,119606567
56,69216895,318991312,119040271
57,62076447,316303008,119782403
58,63360847,301039509,105003294
59,60803032,278191988,103989190
60,57782926,277061528,103478554
61,64166467,277584006,104573743
62,55378553,275278087,103915005
63,60920873,275726181,104461745
64,58145461,275374611,102866392
65,52269403,276213795,104733474
66,53254614,278814602,104180712
67,52532059,270843671,88453273
68,45451435,239839922,90159405
69,49917708,236328412,88612193
70,50471672,235952190,88774407
71,46828020,236089555,88216140
72,49471571,239096926,87943794
73,48546916,239364166,90034207
74,53770131,241419759,88841699
75,47092810,237109213,89660089
76,50874843,239315372,89346122
77,46911437,239416988,89381492
78,44206737,216946147,81034495
79,52785259,218393181,80507934
80,45715158,213878992,81128359
81,36700279,216490180,80461732
82,43841883,213231269,80051645
83,49963363,217312779,80624615
84,43624419,216352604,80476950
85,45692955,216077856,80703909
86,42685086,215658806,80458669
87,37153802,213641806,80779059
88,48030197,214130516,81479001
89,35653052,215131565,85285087
90,44361164,250075352,88213954
91,44021445,240718658,89681478
92,45054427,239016250,89904329
93,40661887,237391779,90181767
94,43538867,238396738,90204206
95,30187113,238300182,89472164
96,45447934,239551854,90224272
97,44025161,238335887,90050685
98,43984262,237515210,90741463
99,44005599,237660660,89705367
100,49442664,265216937,120308110
1,392236608,78571015,387811823
2,175465384,227392004,221081165
3,105733051,271290174,165851105
4,70242374,289912151,134921508
5,59165396,256716780,114774472
6,88781018,264923340,115136901
7,95526720,264388554,112608947
8,96574862,270500425,111414393
9,92868427,270947660,110841252
10,101548073,271077094,107821173
11,103052749,270442927,109828767
12,88841076,273501170,108556147
13,87805132,254394512,92079712
14,78843623,233763294,91994155
15,72914294,232229740,93231597
16,72577780,232911604,91520557
17,66637758,234274241,90230845
18,67654627,233544142,90950219
19,62004058,235050629,90959584
20,65621134,235619751,91069456
21,60429923,233341312,89635612
22,58345374,233728076,91100696
23,58723064,233775801,80991221
24,53154165,212720039,80769764
25,66004784,212431023,80586481
26,52610546,212623102,80599167
27,58385798,212508611,81049166
28,57109007,212693680,81097340
29,53990899,214831789,80497986
30,57296332,216927328,81823597
31,55537314,217943111,80590185
32,50759799,214295550,81488886
33,53661954,212857262,81031114
34,58834498,217223489,79677409
35,51779326,196943835,77975714
36,49429239,194636776,78146497
37,56953710,195760881,78092441
38,58194354,198728200,77616635
39,54422394,196951206,78195915
40,55998790,196538054,78275206
41,58334183,197831247,77158876
42,53933734,196768989,77424198
43,53724079,195990598,77746371
44,47264709,195984053,77786692
45,53243430,197547935,77239806
46,58937582,195161058,77712939
47,49568389,213558500,79992412
48,56760457,212977796,79845121
49,57798423,215266538,79493816
50,46192052,213106201,80959555
51,44798237,213871994,80321675
52,46785038,213113212,82045532
53,49784004,216664500,80511274
54,50027174,213042683,80446603
55,51605538,213930971,79882804
56,48107378,211921431,80294221
57,52337870,214586654,80522564
58,58335609,222745729,102350840
59,58063081,274661494,103826672
60,57402051,274397716,104422504
61,51053979,276442213,103791324
62,66486511,271758980,104910715
63,53417782,275474909,103884729
64,55914143,274565147,103774375
65,58995652,274371030,104017972
66,58478302,273184592,104061253
67,69984046,272188287,93647105
68,49609995,239558107,89952827
69,57245388,236228561,88826415
70,55430369,237544955,89930604
71,59966661,236811557,88890534
72,47767858,236588822,89669782
73,48163063,236120825,89194490
74,50373013,234501051,90860138
75,53601334,236165148,89679077
76,49305752,236980727,91101010
77,51232447,235941361,89268671
78,54232653,260859917,103841313
79,51391053,273919922,102541120
80,49856029,274503392,103269560
81,46187791,276475245,103061091
82,60639960,275610066,104995594
83,51272194,272861682,104200027
84,53265146,275790763,104037674
85,47597870,276357015,104267130
86,53856530,276586483,105059407
87,54459622,264122677,90370279
88,39549292,237209603,89876706
89,42919646,238338343,89435370
90,41990277,249230015,90026655
91,43210505,240534276,91413202
92,47399779,240014841,89049955
93,42001452,235183941,90177321
94,50372205,235619948,88784222
95,45033166,238240328,90822245
96,46228517,240550713,89966470
97,42342340,236776836,89607494
98,51864751,215605157,80770027
99,49288404,211962070,80883700
100,40612699,213462678,81037421
1,270268525,52762227,261043584
2,120340433,156997787,149666790
3,72910673,188030736,112588482
4,48003611,197039603,92127472
5,44206060,198944992,89891528
6,48971387,222124012,98705652
7,87842952,230581166,96278899
8,103461336,231548698,95901181
9,89817214,233556820,94635155
10,91923396,233629857,93541340
11,99620298,237651697,93343469
12,83801294,235820288,92372745
13,85289025,235450113,91297976
14,77157547,237067302,91139098
15,79780374,234583032,92273040
16,76646581,312209383,122357336
17,74920476,313693362,121451979
18,88706285,315039589,120695081
19,80541721,316214560,122113848
20,68726587,312949951,121415316
21,64727624,315106608,121724476
22,77768552,316094049,120719307
23,76291502,314198240,108017909
24,66877196,275633691,105618057
25,68965958,275776806,104345252
26,68717113,276110021,106157489
27,67870464,276772236,104751688
28,66672775,276432124,103953806
29,74629314,274404419,104970447
30,65901266,276958344,104420002
31,59445824,278914714,104613157
32,69638662,272495546,89790084
33,60684617,237285500,89617817
34,56357321,241206013,89896158
35,62002292,241208955,90263041
36,56952765,236245105,88820788
37,57027016,237904375,89255034
38,50411587,238295172,88929038
39,57996201,236675946,88737906
40,54010701,237738449,88451931
41,55297918,237497230,89111485
42,54302715,239193656,89169389
43,58809903,217535990,81001764
44,54242658,213882984,80825962
45,56011439,215528111,80597523
46,51546554,216248548,79024742
47,55287025,217762645,81084805
48,58041761,216087438,80680771
49,49396273,216051240,80044294
50,52490158,219342360,79329391
51,55782987,214357930,80038486
52,50399732,216186065,79719426
53,51702847,214320452,79708398
54,65608714,224436926,88291387
55,52209071,237328003,88353209
56,49321611,236698258,88550021
57,52138024,237299500,89347935
58,50157291,240725008,88512024
59,59531311,240343817,88586860
60,59004038,237401063,90155941
61,55307192,239063304,88291020
62,47440686,239431883,88114684
63,48940891,237409414,88536580
64,58049827,238388614,98344858
65,60028868,316850876,119033620
66,67259197,318639889,118770354
67,61270608,315458448,117331713
68,60442152,318663911,119693225
69,62745939,312663940,118989570
70,57578307,318355677,117033209
71,61485258,317762793,117972254
72,71086399,315863959,113641141
73,55783751,277850538,103629227
74,52038531,277572373,103163676
75,59804956,278347425,103644137
76,59172386,278963234,103485194
77,50477892,277838245,103895538
78,58275167,278130902,103711378
79,51747656,278919256,104308091
80,57744980,278194662,102971931
81,36162846,277051598,103627280
82,51809207,241918305,88961986
83,49668429,239059539,89791124
84,47709433,235446768,88382493
85,47198333,239761130,89271166
86,44381142,237425708,89261216
87,49310096,237993611,87654134
88,52436436,239175544,88047931
89,47586557,238624130,88235920
90,43651351,254649033,90626330
91,45702489,241213562,88864820
92,37040155,237336468,79853504
93,41911229,215581567,80614683
94,44624227,218138700,80517728
95,46188091,215064986,80186897
96,22320648,218932610,80828971
97,38030063,215619531,80962295
98,48321415,215319669,80417978
99,41704744,216949187,80144236
100,48243795,216858760,81259254
1,268318805,57015967,291831458
2,133733045,169826695,165630088
3,79229285,204876734,124554331
4,53271656,216765006,103446624
5,49088396,223427759,99098484
6,58039474,227877754,98043189
7,87080324,230110946,96630715
8,89944255,232042264,94489447
9,98469910,233224138,96150692
10,100348853,234511641,96723156
11,105284612,311060744,124287732
12,93093198,311936279,123422660
13,97664865,310730677,122681032
14,90641080,313496277,123642112
15,85070292,311473296,122529602
16,82086893,313891408,123348960
17,78792144,312674283,121277061
18,81117699,303918599,106220789
19,68597978,274205263,106515786
20,69659582,274425897,106116272
21,68911808,272511026,105758072
22,68032357,274996810,105430249
23,57393231,274451969,106053650
24,69477942,274651674,105801387
25,65465878,274805994,104622414
26,68248942,273174450,106218235
27,63490559,260697046,90604985
28,58096205,237753648,89613686
29,58890976,236993103,90630817
30,60398160,238030958,90043871
31,54814002,236729480,89167823
32,64973850,235311025,89164399
33,58769871,237865265,90252651
34,66072223,234996255,89911359
35,47395119,235183145,89725759
36,55403788,238833553,89071395
37,62185368,237863652,84435709
38,50649649,215543480,80775827
39,55348476,212110371,81440492
40,61330246,214721901,81265724
41,53888182,215545372,81356497
42,49871024,214620662,80040452
43,50438902,216782943,79939387
44,47692579,215293933,80126609
45,54122664,215983025,80800560
46,56870881,214823804,80990776
47,51489144,212852118,81054154
48,39641983,217434006,80777335
49,54726533,231003702,89490263
50,60099255,240498794,88966106
51,58427233,236951901,89197645
52,47367290,236450184,89609970
53,63865230,238590782,89071479
54,51312739,238727853,88929835
55,53421762,236840488,89323507
56,50616205,234986911,89141162
57,51144432,239329380,89007240
58,54622365,236883127,89117708
59,55467893,236093983,82289270
60,49190366,217142145,81558836
61,41822068,216575521,80660475
62,47228617,214918692,79880022
63,46364806,214658400,80589807
64,49505215,217500546,80214804
65,45636723,214774162,80121000
66,38697901,214218582,81446670
67,44974372,215819745,80912932
68,50325572,214460252,80799745
69,40400068,217636282,80693942
70,42677564,212680600,80977306
71,43207162,227633835,88120743
72,45977827,242763745,89582330
73,55057244,243002799,89897319
74,52434370,237931612,89520132
75,48539361,237692895,89430354
76,53093041,237025078,89354160
77,40550091,238982643,89388049
78,46152901,238336292,88381182
79,43805524,238387348,91226266
80,50998163,239171897,90142692
81,45086770,238890492,88998154
82,53891480,316288909,119157675
83,51704744,315296576,120346911
84,59943624,314586168,119280532
85,52833554,313176395,121087532
86,54589969,316121079,120265714
87,48035728,315981807,119410481
88,65291148,315633444,119907423
89,58827909,314089868,120578749
90,54078999,293114314,105134060
91,55317369,280390952,104429551
92,52178032,282911966,104417374
93,51262016,277016749,104771341
94,41172861,276285025,105695523
95,46897056,278641284,104676174
96,53719958,279113226,104370009
97,45465216,275793975,103870985
98,48557944,276122079,105856872
99,41075245,246612011,90272937
100,45189118,239494111,90033260
1,294201396,59301215,293985737
2,134135454,174213860,168532784
3,78466210,204992640,123848969
4,53560977,218271316,102526636
5,49045429,220302938,102633422
6,77962555,209745976,89190290
7,88446987,207396330,88621857
8,89602102,209230922,86872978
9,82555360,210604917,86078290
10,82120818,211720407,84042206
11,88007627,209305236,84514253
12,81751495,212326226,83962913
13,80980575,213535905,82530842
14,73296189,214666596,83059077
15,73041338,211953583,83246279
16,71700363,210536618,83801424
17,74149624,235790876,91104655
18,65286949,236054805,92645263
19,70459516,237358412,92088345
20,61299867,234912400,90641358
21,64656928,236168301,91231402
22,62913639,234594006,91112418
23,61037952,237658577,90820247
24,61745807,237816159,91411899
25,60920222,236732285,91011726
26,60047266,237565230,90857988
27,60961195,213811221,82050283
28,55095342,214167752,81426504
29,55790013,214714048,80892785
30,58077944,214359670,81391367
31,54410885,214681339,81296741
32,55157830,211726263,81304515
33,57008573,214259952,81205732
34,59489082,214848507,81591710
35,50159773,213841584,80696646
36,58300865,212760785,80962311
37,52987308,215123967,80065361
38,52882422,224754633,90289818
39,54041354,235174770,88187209
40,57930765,236215823,90127939
41,58585252,239633460,89844292
42,61576881,237235100,89670793
43,63580797,235739645,90527814
44,51420420,236222839,89725857
45,52732072,238100928,88885183
46,46929370,235859293,90340648
47,42127419,236606318,89447146
48,59638623,236896715,89865327
49,64689210,314812985,121366578
50,64237679,313665077,119667941
51,55703069,315488207,120458420
52,63671279,313453404,119667547
53,70772804,317244776,120192826
54,64414257,315009286,120224843
55,62683330,315693220,119703858
56,64496588,316152462,118821678
57,44329026,277862315,104105636
58,55610007,276103847,106263254
59,58162096,275631392,104142180
60,62402643,273983482,105575501
61,53969852,276392462,104361765
62,62668678,273901702,105307066
63,58446283,275719807,104495869
64,54310163,273465675,104971791
65,60051445,276356860,104851565
66,56296341,237257467,89538923
67,47913208,236875777,90730154
68,42097273,235495456,90684876
69,55514378,235169554,88304500
70,56218148,235373311,89883975
71,46561538,238491688,90005526
72,46952165,238761416,89819207
73,44103089,236781056,90302977
74,42995292,235886700,90488111
75,42766616,239894012,89549783
76,50732166,244068319,104192659
77,53514229,275060450,105091679
78,52951476,274058384,104540925
79,54078145,274886218,105973874
80,48172294,276587859,106355419
81,53925331,277468079,104602280
82,43133586,278196554,104554637
83,44000081,274838324,104913396
84,53815264,276163146,105524719
85,48441906,274170970,102125579
86,45466542,237472539,89455482
87,39883696,235640182,89943891
88,46375927,236622810,89529555
89,43850962,236450695,89845453
90,32377032,252156724,89992496
91,43365098,242721479,90364531
92,51113989,235648912,90692154
93,43384964,235582122,89060701
94,45527656,238421196,88964033
95,45313284,237901939,89200248
96,46028208,233521583,81841083
