p_archivos,ej5-load,ej5-merge,ej6
44,42873362,219587948,81245996
45,53898806,220420552,81798914
46,47036500,221861037,81421535
47,45357380,221559400,81985123
48,48959504,221204795,81916226
49,49902408,218351269,82293938
50,52674837,241614180,90834140
51,36160526,240921159,88783814
52,55329205,242914960,90298617
53,40934879,243665648,89883255
54,51436912,243665094,89909681
55,49201968,242261964,91120788
56,35253676,244535269,102052904
57,50928293,243195540,90906102
58,47980309,243402804,90439250
59,54528063,241981756,89525768
60,52606965,234729209,81167891
61,45261899,220697445,81630322
62,46423682,220084187,81578262
63,49119547,218913225,83261749
64,42304397,220068252,81116060
65,40973392,221375733,81432759
66,46426886,222686770,81395858
67,39822635,222444260,81713629
68,49541163,216866835,81243865
69,47959704,221884478,81544323
70,47261512,218868461,81275651
71,36849746,222190712,80907290
72,49848293,240336832,90819788
73,48686529,243586941,90644161
74,36816141,244889220,91330736
75,47014452,242634326,91629163
76,41905925,242970988,91060012
77,43464525,243562181,90530135
78,42397054,244900169,90787940
79,49338720,241781691,90945226
80,44425647,242987611,90422079
81,41728968,243004869,90702244
82,42136461,273458171,120683251
83,49288906,322488346,121052875
84,58361133,320280125,120250384
85,48699183,321552227,121342158
86,56515022,321372680,122033617
87,56056781,323377397,120716326
88,47560683,322500651,120561677
89,53628222,323486016,121360239
90,57594503,321614676,106825697
91,57135874,283327518,106363251
92,54533443,284981738,105211267
93,45312959,280342644,105315955
94,43314327,283471332,107197719
95,47625031,281723613,107501204
96,37420065,280740724,105460050
97,47245536,286585487,106759350
98,55093220,284258642,105935320
99,45008418,269528263,91320994
100,44248861,243233087,90282601
1,299108902,58975532,297770189
2,135146359,178014433,168759345
3,80417486,208511774,124167674
4,54617282,220768938,104590595
5,60479089,224855017,102891854
6,79292045,218825414,91412468
7,86613048,213247333,89316960
8,99631802,216150930,89203001
9,93711628,215729622,86462179
10,89330646,217192356,86636629
11,81387510,215201197,85531099
12,84416265,220359474,85488503
13,89948414,218166215,83443406
14,78059068,217628557,85659924
15,78990108,217873347,84366897
16,74875546,221852019,93395985
17,70897689,240619803,93671206
18,61650068,239812007,92790946
19,63816397,242742778,93223594
20,63202667,242098965,92348191
21,65468648,241692805,93037413
22,65724041,240406015,93475113
23,62003855,239759751,92515735
24,58555541,242990102,91997018
25,58219845,243421356,92382691
26,56903302,239108342,82522988
27,56736741,217961705,83598853
28,54088744,220285591,82915460
29,60868089,218577221,82280334
30,56101976,216366708,83564363
31,51161275,222870215,83690360
32,55848708,221806780,84228809
33,47530505,218656441,84290176
34,45955063,218962765,82758107
35,60204791,218344722,82629243
36,51487082,217892165,84055006
37,46583697,220876760,87093730
38,45123613,240015518,90022154
39,56942765,242768956,92352175
40,53844404,244030954,91257862
41,58962853,242555707,91477335
42,55361281,242833589,91297834
43,47095545,243666321,91023721
44,52439997,243386525,90235514
45,51083176,242550927,90835768
46,60162523,243424601,90223536
47,51893139,243742426,91940478
48,53609325,320402110,120819614
49,64822600,320180200,120716051
50,67359024,324988782,120151488
51,64501606,323041220,121945988
52,62752349,324396506,121636484
53,63994082,322064073,120110834
54,61777900,321981289,122627341
55,67843150,320767207,120453063
56,56075731,280327566,106401356
57,57991252,280560709,106482622
58,57398654,286203593,108544813
59,54260462,279773561,105279488
60,51518602,284143330,106706471
61,54382189,282731410,124819190
62,66063242,293222979,105815504
63,56000043,289783747,119310388
64,69585145,292765310,116488473
65,55236025,246269240,91325237
66,43301159,245895231,112797308
67,53381845,254468559,123232155
68,62133762,248448033,116586281
69,44930292,257696830,117872644
70,32316930,252323946,91836250
71,48097629,255470251,119488842
72,45943110,256571209,119258132
73,57665652,245983172,107308613
74,56396095,279388818,135381019
75,66936843,284943317,106120082
76,47415273,296421170,138314888
77,64624448,290807341,106574862
78,51304454,292581402,152969094
79,67036139,299320469,130855902
80,54825254,285385587,123865560
81,56918829,297798047,113780202
82,52078403,280552118,90769684
83,45959626,242288452,91788494
84,43220855,242812179,91212120
85,43727736,244125666,91652626
86,49352118,243053811,91875711
87,46920063,239286497,93074741
88,41778255,241879684,92223520
89,38216238,242889781,92032847
90,48483939,270166440,119153842
91,36816548,261008326,113832689
92,54181431,252572039,107671409
93,62595661,297077636,143832624
94,56630438,280378774,140705801
95,44606834,302177252,120414254
96,49577300,283359308,108169012
97,48653165,296053433,145746794
98,64883764,292430993,107133724
99,50221009,291054152,140125953
100,70671047,292252512,107216981
1,307034366,59043144,297553401
2,132852360,178063569,170330647
3,81147403,209421330,125671134
4,54623826,222929507,104790383
5,50083245,231218022,103081164
6,76902046,233553830,101210264
7,96431487,236537555,120924818
8,95953383,276674066,113082099
9,91511488,274930484,112318215
10,76150467,274598979,112259158
11,88388914,276291193,112250948
12,97153294,278496611,110019840
13,88954041,279921751,109577950
14,83938023,282100295,110089193
15,77725367,279331515,109375695
16,73786984,238952913,94115383
17,77340495,238990271,94651799
18,65373273,242218014,93901892
19,64656108,242405486,93208513
20,65523408,239343098,92338770
21,57037173,240818632,93387042
22,60161736,242609292,92197137
23,60685257,241609475,91880360
24,59297260,242524133,92210893
25,57961718,242704422,92112580
26,58430139,222957222,83597638
27,64586949,220695919,83303696
28,54730242,219654579,83158095
29,54589070,218116962,83130312
30,53122273,219303864,82922610
31,60762606,221347931,82565903
32,45824380,219650668,82880980
33,57570209,223463811,109629514
34,61329297,229585407,84790594
35,56534145,220871786,82693111
36,57309965,222386810,82451188
37,51041725,243180054,89933757
38,47467326,244647893,90219402
39,48238679,241210656,91331721
40,57324129,242602785,91805466
41,51172665,240574000,91949447
42,58469719,245911903,91045745
43,53721536,243845371,91640576
44,55532111,252158699,112991376
45,58454061,255921649,107563404
46,72346233,256628014,111798539
47,82218793,331388369,181656278
48,85827754,328282769,161673049
49,68152759,328205535,154117815
50,56126593,328479616,160231409
51,65144665,379584893,168773413
52,64735484,325300108,122088990
53,52715802,329260605,126278362
54,59871895,497560066,296640657
55,118054130,514630938,235234323
56,121199643,497189198,183524206
57,95508258,521637641,278459970
58,92938830,484065878,162488392
59,66489755,397059492,150838579
60,75536613,397791478,152682863
61,77661691,398841382,150293548
62,72514788,401089279,150111473
63,74725858,395797475,149784051
64,70870321,398175325,151084882
65,71920256,337700542,121562988
66,57224250,321339073,121685972
67,54117735,323782305,149898275
68,44188149,324355104,123959267
69,50679505,325518390,147670654
70,66557229,328468053,138440261
71,57781154,324321948,122264437
72,49100328,331840650,148796670
73,35201908,283437082,108321790
74,35960621,286361920,110882317
75,63253825,302295283,119737629
76,47206092,286032794,143653658
77,62792853,284729875,111014510
78,46320306,293340442,165515334
79,55117961,301027524,118420543
80,57069235,282806915,107679479
81,54994673,287841482,116112933
82,46935379,250581290,94930894
83,40691302,254088621,93802624
84,44285875,243540329,93504819
85,35843797,246755518,90903142
86,46884808,247807688,91598270
87,39889305,245494738,93496021
88,38278499,246177698,105987939
89,42030008,256829943,118285199
90,67657290,261024718,92682138
91,45940281,259074951,109549824
92,53264466,287864090,109430761
93,48709007,285617194,106312250
94,42128910,288337014,111051570
95,50072527,281734693,115459923
96,44626255,285433814,112834233
97,43964359,285516694,106477142
98,44078488,288589814,110836974
99,43357238,290733709,110979974
100,48835534,272351354,92091358
1,310122562,59560771,295885937
2,136860976,176622378,167284609
3,81220441,214399742,126866445
4,55603106,223477699,104577087
5,55928222,227386978,146583416
6,100906024,235171547,123711347
7,56259135,269417173,127380743
8,143927507,283679405,159615220
9,97078718,278245711,111363681
10,101273648,277394160,110650551
11,87548256,278807614,109343546
12,83186857,278772257,109250373
13,95145247,280840872,137789289
14,88793457,280773229,144117186
15,78750597,240167803,94265935
16,72896456,240783876,94245334
17,69815497,239072306,93590821
18,70084636,239994259,92254049
19,63716105,242387066,92926151
20,66426690,241239411,91796589
21,65368589,241387495,91474621
22,59550006,243901511,91437863
23,53578575,240962509,90696630
24,53639506,243460531,89079708
25,58148918,217750796,81879221
26,52952940,216355702,81379813
27,53560076,220967751,81237020
28,55070769,218845157,81492166
29,57921319,219108900,82463613
30,59532888,218037063,81021779
31,53486364,217337206,81139284
32,55182434,219465896,81434115
33,50228094,221799643,81317791
34,55513267,221420907,81081790
35,46111071,219029459,82014890
36,58512241,202275588,78377174
37,56825551,202841725,79648687
38,47554559,199753403,78764018
39,53113946,202152501,79655954
40,51305397,203614889,78052903
41,53682845,204033688,78281888
42,47009064,202754511,78959449
43,46675811,199294654,79047355
44,51226109,204846033,78314595
45,51120899,202174265,79160105
46,52118771,202068575,79203194
47,50754922,199141839,79376959
48,45478403,218293063,81238587
49,52951704,218993759,80201140
50,53819880,219110417,80472175
51,52461645,219757122,80732171
52,48403055,219766298,80816597
53,50907248,219256375,81022480
54,39827743,220306837,81515195
55,46488865,220175277,80792749
56,45945813,221710220,81107398
57,50838741,220809154,80831245
58,41668922,222429823,80211113
59,51257037,239848038,104671618
60,58937425,281793460,104088679
61,50677726,281108105,103996900
62,66080846,280344937,105650655
63,47537346,280555600,104104305
64,45957152,283261822,105168228
65,57483422,280278016,105819325
66,57575921,281137337,104256930
67,51168228,282315770,105284434
68,45651354,318349854,149949232
69,67150171,394976370,151003470
70,68024995,401401571,149075736
71,67736423,395477681,147463506
72,73431021,398841986,148636424
73,52342854,398771381,148266657
74,65819766,398309312,150043727
75,66714331,322772328,120420384
76,54545131,324399935,119847460
77,59343655,322210873,119187243
78,57725661,323298315,119697147
79,55607568,320456672,119903523
80,57803959,321004177,118525422
81,56119633,321611856,119947088
82,56958555,323257972,120240309
83,53129395,282003702,104808709
84,51226690,283056190,105747560
85,48639763,283164535,106114168
86,44725920,283161707,104254945
87,37713722,283050820,105611647
88,48243547,282856937,104706354
89,52929287,280424711,105085351
90,47385235,297161720,105683286
91,45872055,288770301,104880903
92,49408286,245315353,90065965
93,44053118,243036060,90009065
94,41942981,243988057,91165136
95,39937939,242438785,90386079
96,48415867,242833576,90725325
97,43284530,245629890,90328414
98,36329194,241401380,90253028
99,38363160,240964593,90766759
100,24956145,245005642,89800077
1,266636795,54714796,266040172
2,119945678,156353645,150808003
3,71916770,187039614,111314911
4,48745947,200273993,94031344
5,53515157,202571646,91189400
6,49979337,210650200,88194078
7,83978826,212278078,87388346
8,88940981,213614043,86210034
9,46939894,212560180,86288586
10,88600260,204712424,82547168
11,78084199,195658347,83398722
12,78024799,197251897,80329204
13,74688421,198259792,81315220
14,79626531,199354391,80559306
15,72152181,196764350,81493508
16,66717044,200611266,79213325
17,70406947,200351076,79730553
18,63199191,197910175,80058488
19,60042827,202928420,79644231
20,62882117,202282750,79526258
21,62581228,201085139,81381434
22,64373585,218293448,82710416
23,62889268,222084376,82729937
24,62605650,219314288,81957655
25,57452129,217345528,82736253
26,60176497,219715132,81823566
27,59198600,218029026,82083627
28,50474055,218017241,81877987
29,35218475,216949156,82870705
30,54963668,217168374,81056690
31,54170548,218320192,81135611
32,53707504,219445590,81542559
33,62242041,279189282,106063679
34,61593641,281187851,105247141
35,59018739,280087449,104063225
36,62680669,279512416,105978669
37,61600836,282424902,104666420
38,61231667,278534944,107100247
39,57161298,281214259,105396458
40,64103239,281067065,106829684
41,52433367,280156061,100831261
42,42247441,243358007,89421212
43,46140446,242634346,89741358
44,58036290,241206953,91366637
45,51181643,239526083,90367450
46,53935860,240141384,89666457
47,53243089,242141564,102827346
48,42774909,241893333,88949979
49,46957538,242781733,88875180
50,43960183,241872329,88474521
51,54786876,239605184,89148760
52,49988424,270054415,104658135
53,62298606,282639340,105166580
54,62439213,281432350,104767366
55,60131541,282098525,105078256
56,51761884,282700372,104549766
57,56910307,280211698,104076203
58,52721146,282467540,106321983
59,58238422,282848607,105017437
60,60113868,281407640,105228030
61,59652306,251049074,89587325
62,51505166,243947804,89692695
63,44758654,245211133,90779396
64,45462099,241720232,89356905
65,49884689,241398837,89721147
66,44390540,240541590,89460067
67,41316917,241548565,89671545
68,47238011,239171329,88866350
69,30404701,244331655,89342527
70,47533793,240276808,90198401
71,50836456,240067682,100876384
72,54946098,279304210,105950895
73,51107430,280316127,105874737
74,47962508,280982065,106261064
75,46535449,281456149,104582412
76,51233159,280690693,105427081
77,54704057,278860669,104925630
78,50970740,282746983,106071312
79,46709529,284312327,105018326
80,46099822,283201502,100480873
81,47198196,241005642,89757653
82,40173598,242360828,90195369
83,46092344,242504567,89952050
84,42313061,242117526,90350729
85,51132199,244675298,90330108
86,36184523,241578737,90344286
87,42431476,242904857,90503559
88,51387857,241792701,89467730
89,46829606,241765461,90051887
90,40043879,255674044,90359640
91,50242294,234007499,81637843
92,34215417,221696719,81823360
93,26372707,218460901,81767017
94,36746157,222279169,81872553
95,39229089,218720563,82104245
96,45734723,219891090,81724242
97,44902451,220697574,81354158
98,44299390,218881469,81418615
99,39952468,221749894,81155429
100,31203518,219864105,82858045
1,296777300,59013870,292282953
2,134473528,178801674,166469349
3,81458802,212581199,127886244
4,57245641,222528257,103707305
5,50239027,233233878,102348887
6,52690121,235352940,99350731
7,94579700,236270794,99142219
8,93552512,235833094,96666188
9,95712499,259150000,128287130
10,97718739,319113818,128121924
11,87193007,316187838,125975466
12,95487053,320017027,127043876
13,93177648,320450191,125943194
14,84815823,321959582,124854255
15,84718625,320872145,125665409
16,89283447,320081018,125077844
17,84640600,280297166,108723722
18,74857374,281819831,109349811
19,74085711,282965283,108819920
20,67406783,282031897,112441016
21,64993989,280774039,107341333
22,70100828,280491655,107782445
23,72218232,283663222,107786245
24,58503422,281476203,108249143
25,65291833,276187263,92167789
26,57318680,242753058,92424986
27,60430704,241034122,92331859
28,65605256,242083880,92040822
29,60627254,239017720,91088236
30,52648077,243190474,91764504
31,62077958,241870024,92491170
32,59381380,244616503,92327455
33,55558426,244571855,90644459
34,57578889,246455280,92755226
35,46888571,242553012,85984290
36,45880163,219841431,82853143
37,51283029,221485091,82929685
38,56119176,219498713,82427246
39,57833552,218910882,82237090
40,53722574,221143987,82248488
41,44950256,218612287,83590621
42,53999535,219522526,82014332
43,47996965,222163901,82875102
44,53645543,217480508,82635464
45,52767586,222613569,82685036
46,46144825,220429963,81919181
47,40806319,242995893,91324883
48,42667304,241627188,90695038
49,47567111,244132204,91351754
50,56066894,242457009,90749917
51,54874262,241712266,91333532
52,52565564,242118702,90988317
53,53816906,244887989,90832146
54,51874067,243460876,91399644
55,47807923,245402005,90903483
56,49399805,243975204,90522916
57,48851087,281643234,122318027
58,62286804,324540395,121542098
59,61328273,322097678,119714090
60,59331031,323589340,121944406
61,59857926,324012669,120420903
62,63808575,327345963,123456129
63,59065334,325768073,121501513
64,66968342,323842098,120852758
65,61299591,294493921,111307921
66,52776331,283238080,106550756
67,60611386,282465768,106187492
68,54963390,283413752,106842503
69,48525261,282555206,106773921
70,40870975,282603637,106644225
71,57654427,283580323,107823406
72,45464491,285752459,106967438
73,51413453,281081878,106021949
74,44422508,256957700,91124455
75,47635945,243701996,91644185
76,44588496,243483533,91662106
77,42843419,242721017,91110011
78,44508160,241772313,91638504
79,29073441,245690700,90827000
80,50253564,243479975,91526048
81,47449561,243170328,91490429
82,40981595,244618634,90953237
83,44300378,243848207,90969103
84,34541854,243285618,86430313
85,39612862,221483361,81903390
86,36085352,223077798,82606105
87,51562740,221660805,82586812
88,48748807,220414724,82388873
89,35776640,220412649,83140998
90,42179386,233923919,82602127
91,49957812,227296486,83713380
92,24992880,223932622,82868045
93,36138948,220349055,82468687
94,35678202,221649824,83582647
95,26223349,221715664,82424059
96,26353063,236682458,91669073
97,45598787,244525922,90761798
98,39728624,246333290,91373207
99,33492599,244497728,91810530
100,45735984,241746704,92080482
1,303926793,59068990,302471200
2,134744953,176833689,172018878
3,80867948,214581921,167131558
4,73679074,297659417,137185261
5,68712291,305074937,136656591
6,103078705,309240953,132074796
7,108298815,312711257,139087846
8,104116278,314545382,146805445
9,107648434,317808005,127619222
10,98449289,316076295,111607897
11,89452223,278041153,108529456
12,88138186,277162138,111744561
13,82774064,279929490,108752763
14,89175892,281068640,107798143
15,86354540,280030494,108464863
16,80222651,280000537,107789753
17,69450627,279504301,107662899
18,77874332,281438715,107941694
19,72733963,247129847,89979083
20,63827967,242538846,91037345
21,61731124,240704558,90418290
22,52954552,241292727,91637533
23,60543936,245971676,91641286
24,57945333,239982878,91042396
25,60346304,238702952,90111148
26,56319046,240957426,90918146
27,60206316,241706038,90220991
28,58921305,242367908,89497210
29,55115528,232599397,82121210
30,53745060,219209897,83098923
31,55995577,217759640,81359184
32,52094742,219478256,81087658
33,53461005,215867593,81090773
34,52651080,221831761,81731297
35,52382215,219792948,81823812
36,58514558,221768402,80885555
37,56067941,220673815,81257805
38,46185612,216342066,80657926
39,54514346,217055431,80508253
40,41880658,216478320,78717254
41,52181477,201543805,78829498
42,49209128,205500334,78536481
43,46184197,202609772,78371866
44,50578543,201928065,78444362
45,44585883,202878805,78328088
46,51521183,198928145,79678128
47,45895743,201126465,78609149
48,42887818,200108970,78351097
49,37030937,202720025,78249611
50,43728028,201334003,78417618
51,48737823,199362296,78096756
52,49659231,202593419,80143104
53,51464170,221021909,80482971
54,51305633,219986112,80819897
55,49670839,217770853,80586082
56,50421582,222114578,80426153
57,48624665,218302491,80104783
58,53870260,217700112,80422458
59,58064039,219595730,79797193
60,45949854,220685117,81422072
61,47117457,218603795,80417911
62,42869081,218698276,80900486
63,48684282,219748907,80187816
64,51083877,270798475,104383496
65,48685919,284622516,104442052
66,58337211,283044476,105382320
67,52739735,281237291,104024941
68,55221470,283498424,105084194
69,52600623,282822272,103877657
70,53756716,285401232,104772985
71,54669120,283519901,104030261
72,51681788,281094275,104076908
73,55661466,375045470,148156364
74,61640787,398771664,147520466
75,65725193,400009868,147624145
76,61629041,397199012,147248165
77,64932320,399250431,147917034
78,65553684,402152100,147703591
79,71041850,394795044,119400408
80,53158604,323248205,117806473
81,58350146,323393676,120759123
82,63363082,325896429,118518597
83,58956242,320523803,120707954
84,41148506,322518316,121077630
85,54150318,324585014,121610105
86,51799081,321446479,119604180
87,54844351,320331128,105158613
88,54703289,281264546,105393354
89,50029751,282298346,104123301
90,53167103,300594694,106083441
91,43523843,287272576,105148694
92,58802686,283320035,104935928
93,28474272,283463381,104983765
94,52299191,281112488,106291807
95,49228482,284559763,104874237
96,38689239,285360570,92442637
97,36782565,244063538,90280156
98,43616045,245728106,90052519
99,28387074,241833615,90050220
100,46799532,243496812,89673434
1,289724163,60331680,288693633
2,133279501,175568257,169059530
3,79947639,208721470,118213737
4,49484545,201867559,93461700
5,45009613,203661984,91248383
6,76754905,210767735,89868517
7,80443626,211249702,87583572
8,83662261,216293561,88483417
9,93232276,217409083,88009868
10,89057816,217642090,86241722
11,82803597,215246905,84920691
12,85220325,221387116,84717374
13,78408830,217310305,83929376
14,74365584,206609927,80982617
15,72728891,198823441,79882099
16,75285244,200391273,80656062
17,60551250,199074819,80662868
18,65326783,202022778,80538346
19,64095036,200876442,79885065
20,64146708,200883177,79845189
21,67445746,202948177,80454172
22,58003735,203042114,79722227
23,60833272,199921885,79488153
24,58381322,204014670,79380076
25,59223889,199850125,79279748
26,53815855,219227307,82049085
27,48911758,219965838,81928185
28,56456704,218546467,82623574
29,49847150,218096102,82280580
30,49779767,218226992,82087079
31,50226264,219052851,81871126
32,59218469,220147523,82890953
33,55027932,219455912,81991157
34,56592328,215984883,81882179
35,54360127,219525134,81715397
36,52836950,220828231,82375008
37,67938776,279371630,107227418
38,56515619,280743018,106234428
39,60068021,283199605,104867531
40,59413464,283530534,106224617
41,63932274,282385225,105214506
42,56804269,282341345,105354235
43,58962716,279126630,104519675
44,53594949,284733682,104898037
45,64510886,280999372,104717506
46,61519080,242504460,90336927
47,53877655,240486246,89902325
48,53208396,241569216,89652290
49,53528057,244438181,89950474
50,52681098,243104679,89603724
51,48698112,241625161,95481432
52,48304907,243237667,91148073
53,55894984,243047808,90521549
54,46776741,242689999,90346636
55,52892356,242362213,89308633
56,45622069,227727813,81179465
57,50343699,218901699,80175932
58,49939171,216238047,81442438
59,48645501,221424899,81025913
60,43741740,219359054,80534807
61,41638903,221386857,81325270
62,55491524,222454278,82050729
63,47885223,221488533,81193204
64,30538494,219704551,81301016
65,46380340,221725515,81154127
66,46358685,217267011,81015094
67,55258944,216683929,88040619
68,44783716,244192208,90379633
69,47169498,242553193,90115738
70,44732612,242379249,90280767
71,49093560,240875976,89183512
72,43488559,242728585,90449967
73,44269797,242047816,89138801
74,45695543,239752312,90203387
75,47841917,243195795,90261350
76,48523868,242182094,89808221
77,42883134,242088001,89815338
78,48933379,292934154,118374652
79,52045059,324190924,121264284
80,58406524,323865832,120305504
81,65220917,320787992,119787694
82,56033835,320130574,121902536
83,50212817,321284271,121684702
84,35590145,322467302,121108724
85,53985827,323715569,120421002
86,59768088,295786122,105516173
87,48286887,281530061,106017865
88,42830043,281673810,104956498
89,43306227,281434078,105248147
90,51046273,296243898,105611074
91,50752129,285295595,104960976
92,46583615,285863503,107846194
93,41898448,284160269,104943180
94,44349326,280822342,106364587
95,47380779,265036894,91843086
96,44273427,243674234,91402655
97,37057918,244069382,91149575
98,46058715,244759615,91046714
99,46155084,244830677,92294432
100,35284293,242806337,90596121
1,295599980,60358897,292267820
2,133552484,179732061,195103366
3,92219227,242356868,145821610
4,62483620,259766701,121756291
5,57614972,263575391,116088475
6,86763573,271355603,115582370
7,85871434,272312409,113920660
8,99345463,273923676,112940255
9,104759917,278717579,112063053
10,86644674,277816722,110812988
11,87716461,238733970,93798870
12,91426329,240597875,93807066
13,84563192,238968688,93321812
14,80138621,241447467,92013493
15,76698255,239735711,92682189
16,76558849,242022915,91941020
17,62203883,239679123,92157597
18,70367292,241780443,91717126
19,69558858,241346007,90970176
20,64942628,239183717,83352900
21,66336488,216795512,82765034
22,61469911,218432658,82412591
23,60851791,218940040,82281931
24,54043212,220015546,82689512
25,58596084,217182597,81546073
26,53096042,219315757,81603437
27,63184453,221251029,81894597
28,51887156,220433066,81745622
29,61821347,218696239,82355085
30,55689550,219989277,82216809
31,57550952,220640950,79859682
32,56212823,197220955,79225728
33,57518892,204157010,79879324
34,58605040,200286101,78729330
35,53659781,201958870,79188179
36,63865894,205104629,79283502
37,46231102,198262820,79497449
38,49523052,200094289,78690308
39,49778390,203130469,80344463
40,49642492,202044542,79882529
41,51106622,201352218,79350278
42,40545367,201209011,78365633
43,45834743,200980658,81914846
44,53499898,219399436,81516752
45,53431443,218295158,81436342
46,50074999,220046046,82532066
47,45666848,220918800,81104570
48,58900669,219101772,81272225
49,47590462,218357258,81888215
50,50186706,218378816,80350774
51,41205113,217279855,82401749
52,43240758,218420976,80998648
53,51993925,216340776,82570230
54,51789558,218963503,81492408
55,57478310,280247804,106154178
56,51275986,280487042,105301126
57,55483461,279416510,104859834
58,57674424,283309473,106236770
59,66407606,284315858,105502141
60,52313632,282470515,105309954
61,54233310,281251705,105569504
62,50164910,283966651,108037409
63,54838976,280820641,106172971
64,53680586,393697307,151152272
65,63592548,398356370,150454106
66,78189026,400496433,150344402
67,66347466,401091571,149328969
68,73921296,399218642,150390814
69,71626696,398019788,150244644
70,68781300,375190090,120740667
71,50362103,323872336,131747481
72,63526844,320581634,120321840
73,55264816,324281528,120994716
74,44433743,324852157,134468408
75,61128049,323986341,119453791
76,56301154,319627695,122856217
77,40481642,324236203,121496244
78,52973441,303644334,105807286
79,53653753,283797798,106253781
80,47092949,284360711,105835922
81,53454748,279803405,105794081
82,51737863,283957251,104984191
83,50049902,284232068,107007792
84,42446720,282797005,105571577
85,32512742,284413665,105869577
86,30054624,285314051,106370367
87,52774210,276244278,90739209
88,43154030,244208524,92318386
89,38495953,241864515,90034317
90,41384622,258830672,91280191
91,42779472,248349203,90656851
92,46261525,246910018,90408116
93,60252057,247886761,91579731
94,43763822,243244100,91286261
95,45740966,241421565,91702301
96,40359809,244305620,90782407
97,38798321,244684581,92061011
98,44329534,219564378,82730926
99,39595334,218880230,82212551
100,44568643,220808440,83081507
1,270841084,54767668,268269398
2,121201956,159511632,151506086
3,72487146,191094577,115258862
4,49544973,202002403,95070741
5,45207214,204077400,92000714
6,74562179,232324953,100183772
7,92234501,238550260,97603069
8,85216274,237496372,98767521
9,91543939,239146120,96660528
10,98269145,239043152,95891746
11,96778244,239205680,93048221
12,95727765,239487970,93236580
13,80575851,239628074,94738665
14,82598893,239263897,92723339
15,75892337,230602498,84102254
16,76804556,219312469,84053793
17,60166421,218040544,83335101
18,74204296,222350164,84486023
19,69328049,219920507,83438993
20,65430028,219275552,82966193
21,61922642,217521644,83044919
22,57480285,218075747,82736289
23,56009570,219022477,82763453
24,61515896,217443156,82515332
25,51868909,220606235,82600668
26,55095729,233120318,92334430
27,61008039,239588661,90994223
28,53505585,243069614,91070792
29,58472330,240904620,91348465
30,58131700,242257792,90658772
31,57203660,239793017,90637576
32,66492446,241176549,89541987
33,60142798,242892131,90468927
34,63642246,242663128,90345816
35,52778651,245149257,90396207
36,56120303,268852419,121258413
37,71096606,321444172,120552704
38,56811773,319637867,121241263
39,66330217,325618570,121614372
40,58231602,324782735,120813144
41,65566493,323672067,120597040
42,60426624,326365830,119287860
43,59947286,321899274,120770360
44,71931672,299470738,104510007
45,59439585,279266097,105164152
46,56959666,279204472,105557997
47,59677330,285828698,103910906
48,60730574,282013194,105584385
49,59002813,282633281,106030117
50,56305307,279635457,106167402
51,48350144,281118709,106166171
52,52687210,282287123,107374707
53,50223000,258176458,90548272
54,47331621,242675031,90281344
55,51987238,243944907,91310075
56,49261082,245118506,90165678
57,43477098,243285454,89181322
58,57740802,241556040,90820603
59,50533915,244198964,90094533
60,52654095,246421737,90919610
61,49608311,246535855,90990248
62,46298806,241310747,91101418
63,56299939,239921657,81101364
64,48340339,220001790,82292676
65,38954614,218713997,83323721
66,48246970,220344339,82067532
67,53454622,220150040,81300964
68,42495494,221315583,81188203
69,45196454,222971449,82015590
70,46624447,218017853,81381630
71,33794330,223368763,81340474
72,36842416,220826934,81209736
73,46851271,221449026,82386794
74,37961953,220817563,82044593
75,41081411,240985122,90024272
76,57267450,245935861,90058334
77,47398236,243273694,89849667
78,48831659,240657388,89757673
79,49996416,243001326,92026930
80,45909333,244762562,90409541
81,46027754,243783717,90484751
82,44709572,243673285,91056847
83,47708905,243094350,90396453
84,44395565,242429240,91083468
85,48724734,237032104,80935381
86,42586589,221688595,82034654
87,42483745,218728313,82693882
88,37864041,220881408,82801519
89,42701039,221902229,82656914
90,34103084,231980433,82162299
91,40193159,222143837,82805196
92,46908564,220775990,81916042
93,37257082,221778730,82647037
94,42776341,220640200,82900014
95,33076250,218883202,81916998
96,34591890,222510754,82134119
97,26726452,240827485,91254051
98,43634347,243669464,91019414
99,44103958,241994909,92556274
100,37615935,244688213,91518382
1,301337987,60393542,296510117
2,135323348,179089946,167597261
3,80132834,211938563,124697538
4,56643980,299090061,135937386
5,86630579,306633433,138996113
6,63079012,311754595,134838938
7,110763171,312470761,132831102
8,105978754,316098462,129131378
9,102519078,313488429,127067696
10,101659969,319005419,126473070
11,94410981,303263680,110311881
12,90961049,278447564,113809867
13,78259682,277313763,109094174
14,90363124,279786633,109920399
15,82543751,281395410,133246833
16,80586640,279461687,108494884
17,79981646,279997208,109350338
18,73136263,280125557,107791349
19,70011826,280202800,109752534
20,61920987,240217828,90954895
21,58452451,242494908,92345765
22,64205547,240666172,91334433
23,60482600,240560047,90868163
24,67033252,242793475,91852727
25,53094003,240339604,92625886
26,56813179,240472031,92285168
27,52364081,245907801,118194364
28,54816200,243360943,92830420
29,57262992,242437294,90903309
30,52087325,218742999,82863191
31,52784009,224796764,82749609
32,52108827,219268024,82928461
33,51504003,221632572,81593654
34,60515421,219508950,81169252
35,48473535,219566078,82542562
36,54673371,216918700,81820998
37,52957761,221143096,86756116
38,39339258,217901600,81707694
39,47931897,222433550,82253658
40,54104008,222798219,81228926
41,45727567,235630245,92213546
